n_places;milliseconds;valid_transitions
16;79.097;0
16;77.3009;0
16;225.206;12
16;2944.36;1
16;82.1084;5
16;143.301;2
16;4244.75;7
16;84.5199;0
16;168.105;13
16;84.4575;0
16;84.4037;0
16;107.494;3
16;1414.31;1
16;87.5568;1
16;194.737;20
16;87.5992;3
16;72.5044;9
16;81.6793;0
16;3010.96;9
16;207.672;4
16;84.3519;0
16;84.6167;0
16;82.4767;4
16;100.827;5
16;138.977;9
16;66.5135;10
16;68.8102;5
16;68.688;20
16;128.542;9
16;79.3702;31
16;81.6302;0
16;16565.5;2
16;79.3855;0
16;86.0276;0
16;209.22;25
16;82.3475;0
16;84.3121;0
16;82.6077;0
16;84.2166;0
16;83.5535;0
16;72.5086;14
16;87.9017;0
16;612.683;1
16;704.901;2
16;69.9184;17
16;84.3631;0
16;1368.66;11
16;214.093;3
16;71.5714;9
16;84.4424;0
16;570.298;2
16;83.3808;0
16;80.8754;0
16;84.0369;0
16;84.877;0
16;81.9524;0
16;65.8986;6
16;83.8046;0
16;93.5531;6
16;83.5256;0
16;326.582;1
16;84.6643;0
16;84.7847;0
16;1974.01;17
16;70.8437;12
16;412.514;15
16;372.692;4
16;82.6046;0
16;81.8546;0
16;85.2826;0
16;80.8858;35
16;84.314;0
16;130.23;5
16;84.8841;0
16;113.083;6
16;240.623;6
16;4656.33;3
16;89.2066;16
16;92.5022;4
16;82.6944;0
16;75.3013;9
16;73.0134;7
16;70.3856;19
16;71.2631;10
16;81.0206;0
16;70.43;6
16;85.3731;0
16;269.562;11
16;73.0378;8
16;83.999;0
16;84.6476;0
16;85.0408;0
16;122.037;7
16;84.1216;0
16;82.1087;0
16;112.724;4
16;82.696;0
16;121.238;4
17;93.1293;2
17;83.8516;0
17;90.0145;0
17;84.4359;0
17;91.4918;0
17;89.0828;0
17;88.8821;9
17;116.114;3
17;93.956;0
17;88.9199;0
17;89.0784;0
17;86.8214;2
17;87.5445;5
17;38850.8;4
17;89.9698;0
17;706.267;1
17;92.0225;0
17;83.7741;3
17;90.1416;0
17;86.8171;0
17;254.575;3
17;83.2238;0
17;165.572;2
17;88.8888;0
17;94.3632;0
17;89.2987;0
17;156.136;6
17;82.5531;0
17;58.2915;18
17;89.512;0
17;1787.61;12
17;20241.9;7
17;91.0465;0
17;97.4165;7
17;90.0853;0
17;89.1822;0
17;58.4817;8
17;14223.7;1
17;422.338;3
17;90.5078;0
17;84.207;0
17;177.438;2
17;149.968;8
17;93.1631;0
17;126.542;2
17;84.9605;0
17;89.9545;0
17;5050.15;1
17;64.0257;13
17;83.9439;4
17;142.892;4
17;714.769;14
17;486.203;4
17;6266.99;10
17;90.2525;0
17;94.669;6
17;92.2603;0
17;91.4575;0
17;81.4224;5
17;84.2414;0
17;89.4504;0
17;91.8769;0
17;318.815;8
17;63.2637;9
17;6028.04;5
17;90.1264;0
17;86.6835;0
17;5875.17;12
17;94.293;0
17;3391.94;1
17;75.5307;14
17;85.1514;3
17;95.286;0
17;92.3107;0
17;151.702;1
17;90.7512;9
17;1567.78;8
17;92.2992;0
17;90.7468;0
17;59.4031;30
17;86.4541;11
17;90.8363;0
17;10234.9;1
17;501.336;2
17;195.6;4
17;78.9689;13
17;90.4554;0
17;90.7169;0
17;90.4044;6
17;3543.9;3
17;61.5288;4
17;92.5933;0
17;274.238;15
17;3384.17;4
17;84.4569;0
17;90.8898;0
17;71.8661;12
17;88.6926;3
17;91.6546;0
17;70.2996;18
18;5199.59;5
18;118.6;4
18;82.1493;4
18;3858.8;1
18;90.0785;0
18;116.18;5
18;424.388;3
18;132.898;4
18;90.1264;0
18;1434.34;1
18;76.7937;3
18;165.662;5
18;109.824;4
18;2072.34;4
18;48356;8
18;88.8598;0
18;88.1124;0
18;79.2882;4
18;329948;3
18;125000;5
18;89.7995;0
18;85.6688;4
18;113.603;2
18;89.8443;0
18;303.839;2
18;3755.65;5
18;8921.5;2
18;1301.26;2
18;87.7688;0
18;3208.27;4
18;81.6718;0
18;89.5397;0
18;87.7646;0
18;84.0428;0
18;100.62;0
18;553.338;1
18;85.9286;0
18;87.4993;0
18;87.3436;0
18;100.984;0
18;1446.67;10
18;100.683;0
18;85.4368;0
18;473.368;4
18;86.9787;0
18;86.0632;0
18;83.0044;0
18;87.1514;3
18;8424.13;1
18;101.22;2
18;66.8746;12
18;100.07;0
18;81.9286;1
18;100.623;0
18;101.015;0
18;99.2471;9
18;6135.48;2
18;4174.42;3
18;78.0492;6
18;100.713;0
18;456.59;8
18;167.74;7
18;100.664;0
18;78.7885;4
18;100.495;0
18;76.3784;26
18;74.8631;22
18;119.712;6
18;88.6837;3
18;193.211;2
18;393.177;3
18;885.432;5
18;141.619;7
18;86.8214;9
18;91.3004;3
18;273.622;5
18;101.218;0
18;41289;1
18;250.029;8
18;1503.86;3
18;189.346;6
18;1879.4;0
18;89.1322;0
18;7012.51;4
18;101.093;0
18;88.2772;0
18;696.042;8
18;51207.7;3
18;102.058;10
18;100.906;0
18;23168.1;2
18;100.867;0
18;86.7718;0
18;1207.51;8
18;146.515;4
18;100.793;0
18;197.997;4
18;122.276;5
18;99.9383;0
18;72.7291;5
19;163.926;3
19;91.0418;0
19;92.9609;0
19;94.5888;0
19;142.944;2
19;88.4388;0
19;92.0941;0
19;90.1929;0
19;173.308;5
19;90.8908;0
19;57.1013;6
19;92.3231;0
19;176.549;5
19;91.6783;0
19;91.7215;0
19;161498;0
19;119.813;6
19;268445;4
19;92.8337;0
19;108.067;11
19;379.914;4
19;91.4443;0
19;170.937;11
19;212.493;4
19;92.7325;0
19;92.9278;0
19;40314.3;3
19;90.8177;0
19;653.491;8
19;37423.4;5
19;11890.1;2
19;92.493;0
19;91.7036;0
19;4142.32;10
19;93.3571;0
19;8796.64;1
19;109.55;8
19;83.9606;13
19;88.6642;2
19;1162.91;3
19;36049.9;9
19;91.1651;0
19;117.292;3
19;88.6757;0
19;89.0414;15
19;74.9184;2
19;88.5877;9
19;94.1701;0
19;793.358;9
19;95.3241;0
19;255.175;3
19;91.602;0
19;178.84;18
19;109.784;17
19;99.3784;0
19;912.172;4
19;5068.42;6
19;93.9165;0
19;96.3073;0
19;94.7761;0
19;89.6502;0
19;140.161;0
19;87.7796;6
19;91.5728;0
19;88.4852;5
19;92.141;0
19;94.7511;0
19;93.8115;0
19;107.024;2
19;94.9129;0
19;115.577;7
19;91.0006;6
19;10569.5;2
19;3370.13;1
19;14434.3;0
19;139.431;9
19;90.4477;0
19;1649.21;4
