n_places;milliseconds;milliseconds_n_at_once;valid_transitions
18;85.351;84.8454;0
18;54.6263;54.5714;1
18;89.7647;90.1598;2
18;79.8442;80.3288;4
18;87.0463;86.9732;3
18;68.0976;68.0999;7
18;106.746;112.998;7
18;86.9747;86.9635;2
18;376.73;1325.15;5
18;140.024;988.734;1
18;91.3247;91.2194;3
18;112.398;600.192;7
18;97.0349;97.0411;4
18;111.98;116.571;7
18;198.517;200.583;5
18;283.867;251.596;5
18;80.7551;80.6865;9
18;81.7425;81.7352;7
18;93.6;93.598;7
18;162.709;162.497;10
18;69.6158;225.042;8
18;98.1548;98.0523;3
18;880.293;894.439;6
18;100.322;82.8575;4
18;158.327;219.411;5
18;202.542;96.4817;6
18;60.7509;78.425;3
18;67.6993;67.6617;1
18;979.554;853.465;3
18;150.324;267.125;10
18;79.5643;79.4965;6
18;168.344;167.964;2
18;368.575;442.095;6
18;71.0526;71.0402;8
18;86.1762;86.1415;8
18;496.345;578.784;5
18;496.639;460.556;3
18;73.7067;118.735;2
18;90.8743;137.299;9
18;122.602;143.615;8
18;74.4371;74.3815;7
18;93.4341;100.317;13
18;240.324;242.673;8
18;89.3151;89.3394;10
18;787.672;367.321;1
18;104.635;114.303;4
18;69.331;69.2865;6
18;1311.1;1553.66;1
18;104.228;85.4785;10
18;135.487;113.507;14
18;95.5473;129.429;6
18;77.2712;77.2257;9
18;303.526;139.457;6
18;256.486;684.423;5
18;209.315;273.905;6
18;85.9252;116.98;7
18;77.4596;77.4414;2
18;88.2299;88.2617;10
18;71.8596;71.8012;8
18;134.472;116.897;3
18;88.9595;88.7597;5
18;688.038;1604.43;3
18;81.9693;82.5762;7
18;110.919;283.787;3
18;189.842;181.136;11
18;138.711;310.447;8
18;75.2249;75.192;5
18;114.535;302.53;3
18;328.079;744.794;8
18;92.5074;92.4218;8
18;85.8915;83.6308;5
18;66.16;66.1244;5
18;5168.83;4059.22;15
18;82.1897;81.9688;10
18;78.3978;78.3723;4
18;619.984;713.668;1
18;430.218;6330.46;3
18;161.716;179.927;4
18;96.189;96.2694;7
18;119.365;309.065;5
18;1001.69;643.725;6
18;97.7382;97.6776;1
18;98.8565;112.836;2
19;81.8158;131.546;6
19;72.684;72.6842;13
19;275.157;824.534;3
19;1167.94;1315.96;3
19;243.996;87.9055;2
19;187.255;318.852;6
19;85.6591;87.54;10
19;69.5484;79.7205;2
19;81.7843;81.8484;9
19;1687.69;3616.67;8
19;86.0578;87.054;8
19;69.6238;71.1316;2
19;93.7679;93.7495;9
19;636.689;1295.08;2
19;109.255;109.159;5
19;85.5189;85.4609;15
19;128.696;132.302;7
19;92.6673;93.6681;7
19;114.589;107.641;6
19;2551.55;363.077;1
19;142.279;242.764;4
19;83.4459;83.4375;6
19;296.137;329.224;1
19;113.06;112.408;5
19;90.1559;93.9433;7
19;73.2187;73.1199;5
19;94.0573;93.9924;7
19;118.408;106.948;6
19;87.9176;87.6641;9
19;89.6757;89.6853;5
19;2051.98;1976.02;8
19;261.951;418.792;9
19;95.186;95.0724;11
19;90.3794;90.3972;9
19;247.24;360.86;1
19;84.3577;84.3393;2
19;108.172;106.715;7
19;87.3486;83.7813;8
19;87.3064;87.1822;9
19;1013.24;458.992;4
19;507.321;256.517;6
19;134.589;134.608;6
19;78.7005;78.6275;6
19;100.128;106.71;2
19;100.416;100.38;10
19;135.978;140.303;8
19;124.816;142.199;6
19;77.2252;77.2486;15
19;110.696;130.725;5
19;95.1711;111.009;12
19;102.232;101.989;10
19;131.488;104.437;5
19;78.8569;78.9801;9
19;4925.68;2392.81;10
19;98.4839;98.1086;7
19;75.2372;75.2513;10
19;114.06;361.432;9
19;444.307;573.697;5
19;101.809;123.801;5
19;90.5722;90.4866;9
19;164.753;165.113;5
19;90.4778;90.5901;3
19;235.423;530.246;3
19;6348.05;3629.45;4
19;336.772;10556.6;3
19;103.427;103.329;11
