n_places;milliseconds;milliseconds_n_at_once;valid_transitions
19;83.5916;82.7117;5
19;65.4248;68.9318;8
19;208.939;656.093;8
19;90.0071;91.124;5
19;105.549;103.33;11
19;116.165;116.046;9
19;92.4682;92.3549;15
19;104.638;94.2687;1
19;236.489;567.402;6
19;141.436;100.553;3
19;101.997;109.463;10
19;89.1295;88.3223;6
19;79.382;78.5525;9
19;115.742;113.219;9
19;83.1685;83.1992;6
19;90.4403;90.3512;8
19;1218.92;1184.9;4
19;92.2131;92.029;8
19;90.0751;585.009;4
19;95.4643;95.433;12
20;127.337;127.217;7
20;94.0748;130.671;9
20;101.928;101.84;6
20;98.678;100.121;8
20;137.221;165.79;10
20;71.1147;179.089;5
20;87.6128;87.6514;6
20;124.623;124.501;5
20;133.024;133.403;6
20;81.6721;81.6299;4
20;189.42;189.64;5
20;86.604;83.7052;4
20;76.1335;75.9906;6
20;103.396;97.4598;8
20;86.1454;86.0524;9
20;236.73;347.877;5
20;95.5622;93.6022;11
20;1107.56;566.465;4
20;92.923;95.0189;7
20;77.3209;76.4751;14
20;4135.28;124.561;8
20;1210.35;2060.74;3
20;816.825;490.395;6
20;92.9339;92.7239;7
20;700.608;734.448;10
20;90.1332;90.1424;7
20;126.351;132.324;5
20;176.205;199.84;4
20;65.44;65.3524;2
20;473.967;371.281;1
20;97.6495;95.098;10
20;338.109;5969.82;8
20;80.9028;85.3863;1
20;148.233;127.561;10
20;113.234;113.246;10
20;138.9;96.0698;3
20;639.097;490.455;9
20;256.037;393.171;3
20;95.8854;95.8906;7
20;90.2712;99.5712;6
20;769.397;1465.6;8
20;86.6028;86.5347;8
20;82.7826;82.5742;15
20;120.242;111.329;3
20;963.425;2042.26;2
20;244.052;244.238;8
20;512.39;1289.02;9
20;85.9772;85.8564;6
