n_places;milliseconds;valid_transitions
14;1058.5;4
14;113.38;3
14;110.209;4
14;123.601;2
14;126.943;3
14;319.025;5
14;116.31;8
14;215.678;6
14;166.486;6
14;104.833;4
14;165.182;5
14;141.091;7
14;117.184;3
14;456.057;4
14;223.304;4
14;105.909;11
14;807.824;5
14;238.181;2
14;102.225;0
14;98.0358;4
14;159.079;6
14;101.533;4
14;113.993;4
14;289.276;4
14;193.107;1
14;159.981;4
14;292.37;4
14;142.502;3
14;97.6588;13
14;110.23;5
14;95.5354;2
14;75.9767;6
14;118.078;10
14;127.506;2
14;872.28;7
14;67.9902;4
15;410.94;5
15;111.341;11
15;196.989;6
15;110.524;4
15;1060.17;3
15;154.104;7
15;312.934;1
15;136.181;8
15;136.405;5
15;931.563;8
15;105.528;4
15;889.083;1
15;125.905;3
15;76.4904;4
15;177.671;4
15;2124.39;5
15;129.742;3
15;270.956;9
15;1961.36;5
15;3204.63;6
15;161.095;4
15;560.987;3
15;1164.22;3
15;138.748;8
15;91.0253;5
15;121.766;7
15;443.506;5
15;78.3953;0
15;127.716;0
15;103.286;9
15;298.977;2
15;747.928;5
15;88.9441;1
15;696.577;7
15;86.5651;3
15;138.349;6
15;98.3892;6
15;270.174;8
15;107.862;11
15;206.173;1
15;111.07;2
15;274.221;3
15;116.483;5
15;185.522;6
15;3069.45;4
15;88.6556;3
15;140.572;3
15;372.297;9
15;351.1;5
15;357.919;1
15;317.218;2
15;123.32;4
15;113.045;7
15;97.82;9
15;134.634;1
15;91.9866;4
15;158.592;2
15;111.964;4
15;170.195;8
15;4009.97;3
15;217.448;4
15;100.964;5
15;1841.42;3
15;448.254;3
15;193.097;4
15;90.8574;7
15;2367.9;3
15;684.935;4
15;1601.89;6
15;352.23;6
15;84.5181;8
15;340.321;8
15;74.772;2
15;111.248;10
15;368.945;8
15;176.001;4
15;155.57;3
15;92.4803;3
15;129.407;7
15;128.18;7
15;465.111;4
15;88.0382;5
15;92.2986;4
15;180.433;6
15;104.326;1
15;3965.62;2
15;2136.61;1
15;170.965;5
15;1512.6;5
15;1861.96;3
15;76.3158;7
15;219.838;2
15;91.9308;1
15;107.069;2
15;125.882;6
15;123.772;5
15;137.062;7
15;129.396;6
15;116.032;7
15;112.009;6
16;667.867;5
16;246.793;7
16;200.736;3
16;148.497;3
16;97.6919;6
16;163.544;4
16;813.755;2
16;118.45;8
16;95.7897;5
