n_places;milliseconds;valid_transitions
16;33207;4
16;27426;7
16;76.984;4
16;132.09;6
16;73.073;8
16;83.0484;5
16;79.1699;3
16;238.224;4
16;81.425;9
16;63.7526;7
16;127.668;6
16;186.293;1
16;149.747;5
16;3906.51;5
16;229.444;7
16;2443.79;5
16;1281.12;9
16;111.324;3
17;74753.6;7
17;319.681;1
17;1370.98;7
17;411.941;6
17;175.491;10
17;205.453;5
17;74.2906;10
17;226.382;7
17;188.9;4
17;3423.3;8
17;132.96;10
17;85.6807;8
17;405.686;9
17;93.8814;5
17;52.8201;10
17;92.8271;5
17;381.319;15
17;533.722;6
17;69.9935;9
17;8310.14;1
17;138.787;5
17;73.8409;6
17;564.802;7
17;453.739;3
17;4416.57;7
17;93.1266;10
17;229.712;4
17;104.991;9
17;75.7337;7
17;94.3738;8
17;94.9279;9
17;133.997;1
17;3035.72;10
17;112.68;10
17;175.014;2
17;1356.35;10
17;390.453;8
17;82.7863;4
17;107.906;8
17;210.154;2
17;92.9727;8
17;71.9295;9
17;255.463;7
17;977.506;13
17;256.003;4
17;20318.3;1
17;21827.8;3
17;5576.93;8
17;86.1543;7
17;423.913;7
17;81.5631;7
17;78.2257;6
17;3865.43;7
17;433.31;4
17;68.0037;13
17;1553.67;7
17;146.456;8
17;73.1465;7
17;128.804;8
17;74.6347;7
17;191.745;5
17;4302.69;9
17;98.1894;7
17;390.478;9
17;87.2209;10
17;2249.41;2
17;72.6566;5
17;389.07;8
17;1548.11;3
17;132.921;3
17;53165.4;5
17;2809.1;3
17;2363.07;4
17;144.973;11
17;75.2153;7
17;61.7976;1
17;65.8686;4
17;379.409;8
17;150.008;7
17;25667.2;3
17;63.6343;6
17;12093.6;4
17;172.289;5
17;210.881;7
17;63.8078;6
17;20620;5
17;128.942;6
17;978.216;13
17;79.539;6
17;2756.6;8
17;9109.86;5
17;88.1536;7
17;2322.23;0
17;127.286;10
17;74.3658;11
17;82.8226;7
17;157.459;3
17;255.66;2
17;282.868;7
17;213.074;7
18;98.8887;5
18;110.207;6
18;85.8848;9
18;85.7745;3
18;306.991;6
18;1531.56;8
18;249.826;4
18;3378.64;7
18;12255.7;10
18;70.2297;13
18;69.7215;3
18;6365;4
18;6831.87;12
18;71.3535;13
18;1641.36;10
18;75.7066;8
18;456.689;11
18;6896.64;2
18;99.0633;10
18;242.271;8
18;12788.5;12
18;87.6217;11
18;97.5148;5
18;821.548;5
18;93.7342;12
18;73.4031;5
18;73.8038;2
18;95.012;6
18;65.3614;5
18;76.4513;5
18;120.382;4
18;92.3559;12
18;33857.1;7
18;72.2851;11
18;173.576;6
18;4271.6;11
18;133.699;5
18;112.315;5
18;92.697;6
18;11672.9;7
18;87.2158;8
18;1060.4;5
18;390.747;11
18;91.5679;7
18;270.282;7
18;68.1168;5
18;59.294;11
18;135.691;6
18;435.978;5
18;74.7215;8
18;80.4897;12
18;19420.5;8
18;75501.9;6
18;72.2075;11
18;178.556;9
18;95.3349;4
18;116.688;7
18;107.566;9
18;191.839;12
18;6513.42;4
18;142.055;5
18;79.1815;6
18;221.541;10
18;132.952;3
18;124.427;3
18;343.619;6
18;23775.3;3
18;34778.1;6
18;1117.93;4
18;74.4673;8
18;2307;4
18;94.8919;5
18;159.515;9
18;1463.9;5
18;2341.89;3
18;722.42;8
18;144.139;4
18;74.6925;12
18;84.6678;11
